pokemon,move,category,elite
shadow magnezone,Wild Charge,charge,0
shadow magnezone,Zap Cannon,charge,0
shadow magnezone,Mirror Shot,charge,0
lickilicky,Lick,fast,0
lickilicky,Zen Headbutt,fast,0
lickilicky,Rollout,fast,0
lickilicky,Earthquake,charge,0
lickilicky,Hyper Beam,charge,0
lickilicky,Solar Beam,charge,0
lickilicky,Shadow Ball,charge,0
lickilicky,Body Slam,charge,1
rhyperior,Mud Slap,fast,0
rhyperior,Smack Down,fast,0
rhyperior,Earthquake,charge,0
rhyperior,Stone Edge,charge,0
rhyperior,Surf,charge,0
rhyperior,Skull Bash,charge,0
rhyperior,Superpower,charge,0
rhyperior,Rock Wrecker,charge,1
rhyperior,Breaking Swipe,charge,0
rhyperior,Drill Run,charge,0
shadow rhyperior,Mud Slap,fast,0
shadow rhyperior,Smack Down,fast,0
shadow rhyperior,Earthquake,charge,0
shadow rhyperior,Stone Edge,charge,0
shadow rhyperior,Surf,charge,0
shadow rhyperior,Skull Bash,charge,0
shadow rhyperior,Superpower,charge,0
shadow rhyperior,Rock Wrecker,charge,0
shadow rhyperior,Breaking Swipe,charge,0
shadow rhyperior,Drill Run,charge,0
tangrowth,Infestation,fast,0
tangrowth,Vine Whip,fast,0
tangrowth,Ancient Power,charge,0
tangrowth,Rock Slide,charge,0
tangrowth,Sludge Bomb,charge,0
tangrowth,Solar Beam,charge,0
tangrowth,Power Whip,charge,0
shadow tangrowth,Infestation,fast,0
shadow tangrowth,Vine Whip,fast,0
shadow tangrowth,Ancient Power,charge,0
shadow tangrowth,Rock Slide,charge,0
shadow tangrowth,Sludge Bomb,charge,0
shadow tangrowth,Solar Beam,charge,0
shadow tangrowth,Power Whip,charge,0
electivire,Low Kick,fast,0
electivire,Thunder Shock,fast,0
electivire,Thunder,charge,0
electivire,Thunder Punch,charge,0
electivire,Wild Charge,charge,0
electivire,Ice Punch,charge,0
electivire,Flamethrower,charge,1
shadow electivire,Low Kick,fast,0
shadow electivire,Thunder Shock,fast,0
shadow electivire,Thunder,charge,0
shadow electivire,Thunder Punch,charge,0
shadow electivire,Wild Charge,charge,0
shadow electivire,Ice Punch,charge,0
shadow electivire,Flamethrower,charge,0
magmortar,Fire Spin,fast,0
magmortar,Karate Chop,fast,0
magmortar,Brick Break,charge,0
magmortar,Fire Blast,charge,0
magmortar,Fire Punch,charge,0
magmortar,Psychic,charge,0
magmortar,Thunderbolt,charge,1
magmortar,Scorching Sands,charge,0
shadow magmortar,Fire Spin,fast,0
shadow magmortar,Karate Chop,fast,0
shadow magmortar,Brick Break,charge,0
shadow magmortar,Fire Blast,charge,0
shadow magmortar,Fire Punch,charge,0
shadow magmortar,Psychic,charge,0
shadow magmortar,Thunderbolt,charge,0
shadow magmortar,Scorching Sands,charge,0
togekiss,Air Slash,fast,0
togekiss,Charm,fast,0
togekiss,Hidden Power Bug,fast,0
togekiss,Hidden Power Dark,fast,0
togekiss,Hidden Power Dragon,fast,0
togekiss,Hidden Power Electric,fast,0
togekiss,Hidden Power Fighting,fast,0
togekiss,Hidden Power Fire,fast,0
togekiss,Hidden Power Flying,fast,0
togekiss,Hidden Power Ghost,fast,0
togekiss,Hidden Power Grass,fast,0
togekiss,Hidden Power Ground,fast,0
togekiss,Hidden Power Ice,fast,0
togekiss,Hidden Power Poison,fast,0
togekiss,Hidden Power Psychic,fast,0
togekiss,Hidden Power Rock,fast,0
togekiss,Hidden Power Steel,fast,0
togekiss,Hidden Power Water,fast,0
togekiss,Peck,fast,0
togekiss,Aerial Ace,charge,0
togekiss,Ancient Power,charge,0
togekiss,Dazzling Gleam,charge,0
togekiss,Flamethrower,charge,0
togekiss,Aura Sphere,charge,1
togekiss,Psyshock,charge,0
yanmega,Bug Bite,fast,0
yanmega,Wing Attack,fast,0
yanmega,Aerial Ace,charge,0
yanmega,Ancient Power,charge,0
yanmega,Bug Buzz,charge,0
leafeon,Quick Attack,fast,0
leafeon,Razor Leaf,fast,0
leafeon,Bullet Seed,fast,1
leafeon,Energy Ball,charge,0
leafeon,Leaf Blade,charge,0
leafeon,Solar Beam,charge,0
leafeon,Last Resort,charge,1
glaceon,Frost Breath,fast,0
glaceon,Ice Shard,fast,0
glaceon,Avalanche,charge,0
glaceon,Ice Beam,charge,0
glaceon,Icy Wind,charge,0
glaceon,Last Resort,charge,1
glaceon,Water Pulse,charge,1
gliscor,Fury Cutter,fast,0
gliscor,Wing Attack,fast,0
gliscor,Sand Attack,fast,0
gliscor,Aerial Ace,charge,0
gliscor,Earthquake,charge,0
gliscor,Night Slash,charge,0
gliscor,Sand Tomb,charge,0
gliscor,Acrobatics,charge,0
shadow gliscor,Fury Cutter,fast,0
shadow gliscor,Wing Attack,fast,0
shadow gliscor,Sand Attack,fast,0
shadow gliscor,Aerial Ace,charge,0
shadow gliscor,Earthquake,charge,0
shadow gliscor,Night Slash,charge,0
shadow gliscor,Sand Tomb,charge,0
shadow gliscor,Acrobatics,charge,0
mamoswine,Mud Slap,fast,0
mamoswine,Powder Snow,fast,0
mamoswine,Avalanche,charge,0
mamoswine,Bulldoze,charge,0
mamoswine,Stone Edge,charge,0
mamoswine,Ancient Power,charge,1
mamoswine,High Horsepower,charge,0
mamoswine,Icicle Spear,charge,0
shadow mamoswine,Mud Slap,fast,0
shadow mamoswine,Powder Snow,fast,0
shadow mamoswine,Avalanche,charge,0
shadow mamoswine,Bulldoze,charge,0
shadow mamoswine,Stone Edge,charge,0
shadow mamoswine,Ancient Power,charge,0
shadow mamoswine,High Horsepower,charge,0
shadow mamoswine,Icicle Spear,charge,0
porygon z,Lock On,fast,0
porygon z,Charge Beam,fast,0
porygon z,Hidden Power Bug,fast,0
porygon z,Hidden Power Dark,fast,0
porygon z,Hidden Power Dragon,fast,0
porygon z,Hidden Power Electric,fast,0
porygon z,Hidden Power Fighting,fast,0
porygon z,Hidden Power Fire,fast,0
porygon z,Hidden Power Flying,fast,0
porygon z,Hidden Power Ghost,fast,0
porygon z,Hidden Power Grass,fast,0
porygon z,Hidden Power Ground,fast,0
porygon z,Hidden Power Ice,fast,0
porygon z,Hidden Power Poison,fast,0
porygon z,Hidden Power Psychic,fast,0
porygon z,Hidden Power Rock,fast,0
porygon z,Hidden Power Steel,fast,0
porygon z,Hidden Power Water,fast,0
porygon z,Blizzard,charge,0
porygon z,Hyper Beam,charge,0
porygon z,Solar Beam,charge,0
porygon z,Zap Cannon,charge,0
porygon z,Tri Attack,charge,1
shadow porygon z,Lock On,fast,0
shadow porygon z,Charge Beam,fast,0
shadow porygon z,Hidden Power Bug,fast,0
shadow porygon z,Hidden Power Dark,fast,0
shadow porygon z,Hidden Power Dragon,fast,0
shadow porygon z,Hidden Power Electric,fast,0
shadow porygon z,Hidden Power Fighting,fast,0
shadow porygon z,Hidden Power Fire,fast,0
shadow porygon z,Hidden Power Flying,fast,0
shadow porygon z,Hidden Power Ghost,fast,0
shadow porygon z,Hidden Power Grass,fast,0
shadow porygon z,Hidden Power Ground,fast,0
shadow porygon z,Hidden Power Ice,fast,0
shadow porygon z,Hidden Power Poison,fast,0
shadow porygon z,Hidden Power Psychic,fast,0
shadow porygon z,Hidden Power Rock,fast,0
shadow porygon z,Hidden Power Steel,fast,0
shadow porygon z,Hidden Power Water,fast,0
shadow porygon z,Blizzard,charge,0
shadow porygon z,Hyper Beam,charge,0
shadow porygon z,Solar Beam,charge,0
shadow porygon z,Zap Cannon,charge,0
shadow porygon z,Tri Attack,charge,0
gallade,Confusion,fast,0
gallade,Low Kick,fast,0
gallade,Charm,fast,0
gallade,Psycho Cut,fast,0
gallade,Close Combat,charge,0
gallade,Leaf Blade,charge,0
gallade,Psychic,charge,0
gallade,Synchronoise,charge,1
gallade,Sacred Sword,charge,0
mega gallade,Confusion,fast,0
mega gallade,Low Kick,fast,0
mega gallade,Charm,fast,0
mega gallade,Psycho Cut,fast,0
mega gallade,Close Combat,charge,0
mega gallade,Leaf Blade,charge,0
mega gallade,Psychic,charge,0
mega gallade,Synchronoise,charge,0
mega gallade,Sacred Sword,charge,0
shadow gallade,Confusion,fast,0
shadow gallade,Low Kick,fast,0
shadow gallade,Charm,fast,0
shadow gallade,Psycho Cut,fast,0
shadow gallade,Close Combat,charge,0
shadow gallade,Leaf Blade,charge,0
shadow gallade,Psychic,charge,0
shadow gallade,Synchronoise,charge,0
shadow gallade,Sacred Sword,charge,0
probopass,Rock Throw,fast,0
probopass,Spark,fast,0
probopass,Magnet Bomb,charge,0
probopass,Rock Slide,charge,0
probopass,Thunderbolt,charge,0
probopass,Zap Cannon,charge,0
shadow probopass,Rock Throw,fast,0
shadow probopass,Spark,fast,0
shadow probopass,Magnet Bomb,charge,0
shadow probopass,Rock Slide,charge,0
shadow probopass,Thunderbolt,charge,0
shadow probopass,Zap Cannon,charge,0
dusknoir,Astonish,fast,0
dusknoir,Hex,fast,0
dusknoir,Dark Pulse,charge,0
dusknoir,Ominous Wind,charge,0
dusknoir,Psychic,charge,0
dusknoir,Shadow Ball,charge,1
dusknoir,Poltergeist,charge,0
dusknoir,Shadow Punch,charge,0
dusknoir,Dynamic Punch,charge,0
shadow dusknoir,Astonish,fast,0
shadow dusknoir,Hex,fast,0
shadow dusknoir,Dark Pulse,charge,0
shadow dusknoir,Ominous Wind,charge,0
shadow dusknoir,Psychic,charge,0
shadow dusknoir,Shadow Ball,charge,0
shadow dusknoir,Poltergeist,charge,0
shadow dusknoir,Shadow Punch,charge,0
shadow dusknoir,Dynamic Punch,charge,0
froslass,Hex,fast,0
froslass,Powder Snow,fast,0
froslass,Avalanche,charge,0
froslass,Crunch,charge,0
froslass,Shadow Ball,charge,0
froslass,Triple Axel,charge,0
shadow froslass,Hex,fast,0
shadow froslass,Powder Snow,fast,0
shadow froslass,Avalanche,charge,0
shadow froslass,Crunch,charge,0
shadow froslass,Shadow Ball,charge,0
shadow froslass,Triple Axel,charge,0
rotom,Astonish,fast,0
rotom,Thunder Shock,fast,0
rotom,Ominous Wind,charge,0
rotom,Thunder,charge,0
rotom,Thunderbolt,charge,0
rotom fan,Air Slash,fast,0
rotom fan,Astonish,fast,0
rotom fan,Ominous Wind,charge,0
rotom fan,Thunder,charge,0
rotom fan,Thunderbolt,charge,0
rotom frost,Astonish,fast,0
rotom frost,Thunder Shock,fast,0
rotom frost,Blizzard,charge,0
rotom frost,Thunder,charge,0
rotom frost,Thunderbolt,charge,0
rotom heat,Astonish,fast,0
rotom heat,Thunder Shock,fast,0
rotom heat,Overheat,charge,0
rotom heat,Thunder,charge,0
rotom heat,Thunderbolt,charge,0
rotom mow,Astonish,fast,0
rotom mow,Thunder Shock,fast,0
rotom mow,Ominous Wind,charge,0
rotom mow,Thunder,charge,0
rotom mow,Thunderbolt,charge,0
rotom mow,Leaf Storm,charge,0
rotom wash,Astonish,fast,0
rotom wash,Thunder Shock,fast,0
rotom wash,Hydro Pump,charge,0
rotom wash,Thunder,charge,0
rotom wash,Thunderbolt,charge,0
uxie,Confusion,fast,0
uxie,Extrasensory,fast,0
uxie,Future Sight,charge,0
uxie,Swift,charge,0
uxie,Thunder,charge,0
mesprit,Confusion,fast,0
mesprit,Extrasensory,fast,0
mesprit,Blizzard,charge,0
mesprit,Future Sight,charge,0
mesprit,Swift,charge,0
azelf,Confusion,fast,0
azelf,Extrasensory,fast,0
azelf,Fire Blast,charge,0
azelf,Future Sight,charge,0
azelf,Swift,charge,0
dialga,Dragon Breath,fast,0
dialga,Metal Claw,fast,0
dialga,Draco Meteor,charge,0
dialga,Iron Head,charge,0
dialga,Thunder,charge,0
dialga origin,Dragon Breath,fast,0
dialga origin,Metal Claw,fast,0
dialga origin,Draco Meteor,charge,0
dialga origin,Iron Head,charge,0
dialga origin,Thunder,charge,0
dialga origin,Roar Of Time,charge,0
shadow dialga,Dragon Breath,fast,0
shadow dialga,Metal Claw,fast,0
shadow dialga,Draco Meteor,charge,0
shadow dialga,Iron Head,charge,0
shadow dialga,Thunder,charge,0
palkia,Dragon Breath,fast,0
palkia,Dragon Tail,fast,0
palkia,Draco Meteor,charge,0
palkia,Fire Blast,charge,0
palkia,Hydro Pump,charge,0
palkia,Aqua Tail,charge,0
palkia origin,Dragon Breath,fast,0
palkia origin,Dragon Tail,fast,0
palkia origin,Draco Meteor,charge,0
palkia origin,Fire Blast,charge,0
palkia origin,Hydro Pump,charge,0
palkia origin,Aqua Tail,charge,0
palkia origin,Spacial Rend,charge,0
shadow palkia,Dragon Breath,fast,0
shadow palkia,Dragon Tail,fast,0
shadow palkia,Draco Meteor,charge,0
shadow palkia,Fire Blast,charge,0
shadow palkia,Hydro Pump,charge,0
shadow palkia,Aqua Tail,charge,0
heatran,Bug Bite,fast,0
heatran,Fire Spin,fast,0
heatran,Fire Blast,charge,0
heatran,Iron Head,charge,0
heatran,Stone Edge,charge,0
heatran,Flamethrower,charge,0
heatran,Earth Power,charge,0
heatran,Magma Storm,charge,1
shadow heatran,Bug Bite,fast,0
shadow heatran,Fire Spin,fast,0
shadow heatran,Fire Blast,charge,0
shadow heatran,Iron Head,charge,0
shadow heatran,Stone Edge,charge,0
shadow heatran,Flamethrower,charge,0
shadow heatran,Earth Power,charge,0
shadow heatran,Magma Storm,charge,0
regigigas,Hidden Power Bug,fast,0
regigigas,Hidden Power Dark,fast,0
regigigas,Hidden Power Dragon,fast,0
regigigas,Hidden Power Electric,fast,0
regigigas,Hidden Power Fighting,fast,0
regigigas,Hidden Power Fire,fast,0
regigigas,Hidden Power Flying,fast,0
regigigas,Hidden Power Ghost,fast,0
regigigas,Hidden Power Grass,fast,0
regigigas,Hidden Power Ground,fast,0
regigigas,Hidden Power Ice,fast,0
regigigas,Hidden Power Poison,fast,0
regigigas,Hidden Power Psychic,fast,0
regigigas,Hidden Power Rock,fast,0
regigigas,Hidden Power Steel,fast,0
regigigas,Hidden Power Water,fast,0
regigigas,Zen Headbutt,fast,0
regigigas,Giga Impact,charge,0
regigigas,Focus Blast,charge,0
regigigas,Thunder,charge,0
regigigas,Crush Grip,charge,0
shadow regigigas,Hidden Power Bug,fast,0
shadow regigigas,Hidden Power Dark,fast,0
shadow regigigas,Hidden Power Dragon,fast,0
shadow regigigas,Hidden Power Electric,fast,0
shadow regigigas,Hidden Power Fighting,fast,0
shadow regigigas,Hidden Power Fire,fast,0
shadow regigigas,Hidden Power Flying,fast,0
shadow regigigas,Hidden Power Ghost,fast,0
shadow regigigas,Hidden Power Grass,fast,0
shadow regigigas,Hidden Power Ground,fast,0
shadow regigigas,Hidden Power Ice,fast,0
shadow regigigas,Hidden Power Poison,fast,0
shadow regigigas,Hidden Power Psychic,fast,0
shadow regigigas,Hidden Power Rock,fast,0
shadow regigigas,Hidden Power Steel,fast,0
shadow regigigas,Hidden Power Water,fast,0
shadow regigigas,Zen Headbutt,fast,0
shadow regigigas,Giga Impact,charge,0
shadow regigigas,Focus Blast,charge,0
shadow regigigas,Thunder,charge,0
shadow regigigas,Crush Grip,charge,0
giratina altered,Dragon Breath,fast,0
giratina altered,Shadow Claw,fast,0
giratina altered,Ancient Power,charge,0
giratina altered,Dragon Claw,charge,0
giratina altered,Shadow Sneak,charge,0
giratina altered,Shadow Force,charge,1
shadow giratina altered,Dragon Breath,fast,0
shadow giratina altered,Shadow Claw,fast,0
shadow giratina altered,Ancient Power,charge,0
shadow giratina altered,Dragon Claw,charge,0
shadow giratina altered,Shadow Sneak,charge,0
shadow giratina altered,Shadow Force,charge,0
giratina origin,Dragon Tail,fast,0
giratina origin,Shadow Claw,fast,0
giratina origin,Ominous Wind,charge,0
giratina origin,Dragon Pulse,charge,0
giratina origin,Shadow Ball,charge,0
giratina origin,Shadow Force,charge,1
cresselia,Confusion,fast,0
cresselia,Psycho Cut,fast,0
cresselia,Aurora Beam,charge,0
cresselia,Future Sight,charge,0
cresselia,Moonblast,charge,0
cresselia,Grass Knot,charge,1
shadow cresselia,Confusion,fast,0
shadow cresselia,Psycho Cut,fast,0
shadow cresselia,Aurora Beam,charge,0
shadow cresselia,Future Sight,charge,0
shadow cresselia,Moonblast,charge,0
shadow cresselia,Grass Knot,charge,0
phione,Bubble,fast,0
phione,Waterfall,fast,0
phione,Bubble Beam,charge,0
phione,Surf,charge,0
phione,Water Pulse,charge,0
manaphy,Bubble,fast,0
manaphy,Waterfall,fast,0
manaphy,Bubble Beam,charge,0
manaphy,Psychic,charge,0
manaphy,Surf,charge,0
darkrai,Feint Attack,fast,0
darkrai,Snarl,fast,0
darkrai,Dark Pulse,charge,0
darkrai,Focus Blast,charge,0
darkrai,Shadow Ball,charge,0
darkrai,Sludge Bomb,charge,1
darkrai,Foul Play,charge,0
shadow darkrai,Feint Attack,fast,0
shadow darkrai,Snarl,fast,0
shadow darkrai,Dark Pulse,charge,0
shadow darkrai,Focus Blast,charge,0
shadow darkrai,Shadow Ball,charge,0
shadow darkrai,Sludge Bomb,charge,0
shadow darkrai,Foul Play,charge,0
shaymin land,Hidden Power Bug,fast,0
shaymin land,Hidden Power Dark,fast,0
shaymin land,Hidden Power Dragon,fast,0
shaymin land,Hidden Power Electric,fast,0
shaymin land,Hidden Power Fighting,fast,0
shaymin land,Hidden Power Fire,fast,0
shaymin land,Hidden Power Flying,fast,0
shaymin land,Hidden Power Ghost,fast,0
shaymin land,Hidden Power Grass,fast,0
shaymin land,Hidden Power Ground,fast,0
shaymin land,Hidden Power Ice,fast,0
shaymin land,Hidden Power Poison,fast,0
shaymin land,Hidden Power Psychic,fast,0
shaymin land,Hidden Power Rock,fast,0
shaymin land,Hidden Power Steel,fast,0
shaymin land,Hidden Power Water,fast,0
shaymin land,Zen Headbutt,fast,0
shaymin land,Magical Leaf,fast,0
shaymin land,Energy Ball,charge,0
shaymin land,Grass Knot,charge,0
shaymin land,Solar Beam,charge,0
shaymin land,Seed Flare,charge,0
shaymin sky,Hidden Power Bug,fast,0
shaymin sky,Hidden Power Dark,fast,0
shaymin sky,Hidden Power Dragon,fast,0
shaymin sky,Hidden Power Electric,fast,0
shaymin sky,Hidden Power Fighting,fast,0
shaymin sky,Hidden Power Fire,fast,0
shaymin sky,Hidden Power Flying,fast,0
shaymin sky,Hidden Power Ghost,fast,0
shaymin sky,Hidden Power Grass,fast,0
shaymin sky,Hidden Power Ground,fast,0
shaymin sky,Hidden Power Ice,fast,0
shaymin sky,Hidden Power Poison,fast,0
shaymin sky,Hidden Power Psychic,fast,0
shaymin sky,Hidden Power Rock,fast,0
shaymin sky,Hidden Power Steel,fast,0
shaymin sky,Hidden Power Water,fast,0
shaymin sky,Zen Headbutt,fast,0
shaymin sky,Magical Leaf,fast,0
shaymin sky,Energy Ball,charge,0
shaymin sky,Grass Knot,charge,0
shaymin sky,Solar Beam,charge,0
shaymin sky,Seed Flare,charge,0
arceus,Iron Tail,fast,0
arceus,Shadow Claw,fast,0
arceus,Future Sight,charge,0
arceus,Hyper Beam,charge,0
arceus,Outrage,charge,0
arceus bug,Iron Tail,fast,0
arceus bug,Shadow Claw,fast,0
arceus bug,Future Sight,charge,0
arceus bug,Hyper Beam,charge,0
arceus bug,Outrage,charge,0
arceus dark,Iron Tail,fast,0
arceus dark,Shadow Claw,fast,0
arceus dark,Future Sight,charge,0
arceus dark,Hyper Beam,charge,0
arceus dark,Outrage,charge,0
arceus dragon,Iron Tail,fast,0
arceus dragon,Shadow Claw,fast,0
arceus dragon,Future Sight,charge,0
arceus dragon,Hyper Beam,charge,0
arceus dragon,Outrage,charge,0
arceus electric,Iron Tail,fast,0
arceus electric,Shadow Claw,fast,0
arceus electric,Future Sight,charge,0
arceus electric,Hyper Beam,charge,0
arceus electric,Outrage,charge,0
arceus fairy,Iron Tail,fast,0
arceus fairy,Shadow Claw,fast,0
arceus fairy,Future Sight,charge,0
arceus fairy,Hyper Beam,charge,0
arceus fairy,Outrage,charge,0
arceus fighting,Iron Tail,fast,0
arceus fighting,Shadow Claw,fast,0
arceus fighting,Future Sight,charge,0
arceus fighting,Hyper Beam,charge,0
arceus fighting,Outrage,charge,0
arceus fire,Iron Tail,fast,0
arceus fire,Shadow Claw,fast,0
arceus fire,Future Sight,charge,0
arceus fire,Hyper Beam,charge,0
arceus fire,Outrage,charge,0
arceus flying,Iron Tail,fast,0
arceus flying,Shadow Claw,fast,0
arceus flying,Future Sight,charge,0
arceus flying,Hyper Beam,charge,0
arceus flying,Outrage,charge,0
arceus ghost,Iron Tail,fast,0
arceus ghost,Shadow Claw,fast,0
arceus ghost,Future Sight,charge,0
arceus ghost,Hyper Beam,charge,0
arceus ghost,Outrage,charge,0
arceus grass,Iron Tail,fast,0
arceus grass,Shadow Claw,fast,0
arceus grass,Future Sight,charge,0
arceus grass,Hyper Beam,charge,0
arceus grass,Outrage,charge,0
arceus ground,Iron Tail,fast,0
arceus ground,Shadow Claw,fast,0
arceus ground,Future Sight,charge,0
arceus ground,Hyper Beam,charge,0
arceus ground,Outrage,charge,0
arceus ice,Iron Tail,fast,0
arceus ice,Shadow Claw,fast,0
arceus ice,Future Sight,charge,0
arceus ice,Hyper Beam,charge,0
arceus ice,Outrage,charge,0
arceus poison,Iron Tail,fast,0
arceus poison,Shadow Claw,fast,0
arceus poison,Future Sight,charge,0
arceus poison,Hyper Beam,charge,0
arceus poison,Outrage,charge,0
arceus psychic,Iron Tail,fast,0
arceus psychic,Shadow Claw,fast,0
arceus psychic,Future Sight,charge,0
arceus psychic,Hyper Beam,charge,0
arceus psychic,Outrage,charge,0
arceus rock,Iron Tail,fast,0
arceus rock,Shadow Claw,fast,0
arceus rock,Future Sight,charge,0
arceus rock,Hyper Beam,charge,0
arceus rock,Outrage,charge,0
arceus steel,Iron Tail,fast,0
arceus steel,Shadow Claw,fast,0
arceus steel,Future Sight,charge,0
arceus steel,Hyper Beam,charge,0
arceus steel,Outrage,charge,0
arceus water,Iron Tail,fast,0
arceus water,Shadow Claw,fast,0
arceus water,Future Sight,charge,0
arceus water,Hyper Beam,charge,0
arceus water,Outrage,charge,0
victini,Confusion,fast,0
victini,Quick Attack,fast,0
victini,Overheat,charge,0
victini,Focus Blast,charge,0
victini,Psychic,charge,0
victini,V-Create,charge,0
victini,Psyshock,charge,0
snivy,Tackle,fast,0
snivy,Vine Whip,fast,0
snivy,Energy Ball,charge,0
snivy,Seed Bomb,charge,0
snivy,Wrap,charge,0
shadow snivy,Tackle,fast,0
shadow snivy,Vine Whip,fast,0
shadow snivy,Energy Ball,charge,0
shadow snivy,Seed Bomb,charge,0
shadow snivy,Wrap,charge,0
servine,Iron Tail,fast,0
servine,Vine Whip,fast,0
servine,Grass Knot,charge,0
servine,Leaf Tornado,charge,0
servine,Wrap,charge,0
shadow servine,Iron Tail,fast,0
shadow servine,Vine Whip,fast,0
shadow servine,Grass Knot,charge,0
shadow servine,Leaf Tornado,charge,0
shadow servine,Wrap,charge,0
serperior,Iron Tail,fast,0
serperior,Vine Whip,fast,0
serperior,Grass Knot,charge,0
serperior,Leaf Tornado,charge,0
serperior,Aerial Ace,charge,0
serperior,Frenzy Plant,charge,1
shadow serperior,Iron Tail,fast,0
shadow serperior,Vine Whip,fast,0
shadow serperior,Grass Knot,charge,0
shadow serperior,Leaf Tornado,charge,0
shadow serperior,Aerial Ace,charge,0
shadow serperior,Frenzy Plant,charge,1
tepig,Tackle,fast,0
tepig,Ember,fast,0
tepig,Flame Charge,charge,0
tepig,Flamethrower,charge,0
tepig,Body Slam,charge,0
shadow tepig,Tackle,fast,0
shadow tepig,Ember,fast,0
shadow tepig,Flame Charge,charge,0
shadow tepig,Flamethrower,charge,0
shadow tepig,Body Slam,charge,0
pignite,Tackle,fast,0
pignite,Ember,fast,0
pignite,Flame Charge,charge,0
pignite,Flamethrower,charge,0
pignite,Rock Tomb,charge,0
shadow pignite,Tackle,fast,0
shadow pignite,Ember,fast,0
shadow pignite,Flame Charge,charge,0
shadow pignite,Flamethrower,charge,0
shadow pignite,Rock Tomb,charge,0
emboar,Low Kick,fast,0
emboar,Ember,fast,0
emboar,Heat Wave,charge,0
emboar,Rock Slide,charge,0
emboar,Focus Blast,charge,0
emboar,Flame Charge,charge,0
emboar,Blast Burn,charge,1
Mega emboar,Low Kick,fast,0
Mega emboar,Ember,fast,0
Mega emboar,Heat Wave,charge,0
Mega emboar,Rock Slide,charge,0
Mega emboar,Focus Blast,charge,0
Mega emboar,Flame Charge,charge,0
Mega emboar,Blast Burn,charge,1
shadow emboar,Low Kick,fast,0
shadow emboar,Ember,fast,0
shadow emboar,Heat Wave,charge,0
shadow emboar,Rock Slide,charge,0
shadow emboar,Focus Blast,charge,0
shadow emboar,Flame Charge,charge,0
shadow emboar,Blast Burn,charge,1
oshawott,Tackle,fast,0
oshawott,Water Gun,fast,0
oshawott,Aqua Tail,charge,0
oshawott,Water Pulse,charge,0
oshawott,Night Slash,charge,0
shadow oshawott,Tackle,fast,0
shadow oshawott,Water Gun,fast,0
shadow oshawott,Aqua Tail,charge,0
shadow oshawott,Water Pulse,charge,0
shadow oshawott,Night Slash,charge,0
dewott,Fury Cutter,fast,0
dewott,Water Gun,fast,0
dewott,Aqua Tail,charge,0
dewott,Water Pulse,charge,0
dewott,X-Scissor,charge,0
shadow dewott,Fury Cutter,fast,0
shadow dewott,Water Gun,fast,0
shadow dewott,Aqua Tail,charge,0
shadow dewott,Water Pulse,charge,0
shadow dewott,X-Scissor,charge,0
samurott,Fury Cutter,fast,0
samurott,Waterfall,fast,0
samurott,Hydro Pump,charge,0
samurott,Blizzard,charge,0
samurott,Megahorn,charge,0
samurott,Razor Shell,charge,0
samurott,Hydro Cannon,charge,1
samurott,Liquidation,charge,0
hisuian samurott,Fury Cutter,fast,0
hisuian samurott,Waterfall,fast,0
hisuian samurott,Snarl,fast,0
hisuian samurott,Razor Shell,charge,0
hisuian samurott,Icy Wind,charge,0
hisuian samurott,X-Scissor,charge,0
hisuian samurott,Dark Pulse,charge,0
hisuian samurott,Sacred Sword,charge,0
shadow samurott,Fury Cutter,fast,0
shadow samurott,Waterfall,fast,0
shadow samurott,Hydro Pump,charge,0
shadow samurott,Blizzard,charge,0
shadow samurott,Megahorn,charge,0
shadow samurott,Razor Shell,charge,0
shadow samurott,Hydro Cannon,charge,1
shadow samurott,Liquidation,charge,0
patrat,Tackle,fast,0
patrat,Bite,fast,0
patrat,Dig,charge,0
patrat,Hyper Fang,charge,0
patrat,Grass Knot,charge,0
shadow patrat,Tackle,fast,0
shadow patrat,Bite,fast,0
shadow patrat,Dig,charge,0
shadow patrat,Hyper Fang,charge,0
shadow patrat,Grass Knot,charge,0
watchog,Low Kick,fast,0
watchog,Bite,fast,0
watchog,Crunch,charge,0
watchog,Hyper Fang,charge,0
watchog,Grass Knot,charge,0
shadow watchog,Low Kick,fast,0
shadow watchog,Bite,fast,0
shadow watchog,Crunch,charge,0
shadow watchog,Hyper Fang,charge,0
shadow watchog,Grass Knot,charge,0
lillipup,Tackle,fast,0
lillipup,Take Down,fast,0
lillipup,Sand Attack,fast,0
lillipup,Thunderbolt,charge,0
lillipup,Rock Tomb,charge,0
lillipup,Dig,charge,0
herdier,Lick,fast,0
herdier,Take Down,fast,0
herdier,Sand Attack,fast,0
herdier,Thunderbolt,charge,0
herdier,Play Rough,charge,0
herdier,Dig,charge,0
stoutland,Lick,fast,0
stoutland,Take Down,fast,0
stoutland,Ice Fang,fast,0
stoutland,Sand Attack,fast,0
stoutland,Wild Charge,charge,0
stoutland,Play Rough,charge,0
stoutland,Crunch,charge,0
purrloin,Scratch,fast,0
purrloin,Sucker Punch,fast,0
purrloin,Night Slash,charge,0
purrloin,Play Rough,charge,0
purrloin,Dark Pulse,charge,0
shadow purrloin,Scratch,fast,0
shadow purrloin,Sucker Punch,fast,0
shadow purrloin,Night Slash,charge,0
shadow purrloin,Play Rough,charge,0
shadow purrloin,Dark Pulse,charge,0
